template_id,service,level,template,count,first_seen,last_seen,sample_message,pod_count
T243,cart-service,WARN,Slow response detected endpoint=/api/cart latency=567ms,2,2026-06-01T21:20:45.776000+00:00,2026-06-01T22:48:50.985000+00:00,Slow response detected endpoint=/api/cart latency=567ms,2
T244,cart-service,WARN,Slow response detected endpoint=/api/cart latency=564ms,2,2026-06-01T14:52:47.516000+00:00,2026-06-01T22:51:33.804000+00:00,Slow response detected endpoint=/api/cart latency=564ms,2
T245,cart-service,WARN,Slow response detected endpoint=/api/cart latency=562ms,2,2026-06-01T17:02:35.989000+00:00,2026-06-01T22:55:57.576000+00:00,Slow response detected endpoint=/api/cart latency=562ms,2
T246,cart-service,WARN,Slow response detected endpoint=/api/cart latency=559ms,2,2026-06-01T19:47:32.028000+00:00,2026-06-01T19:55:12.694000+00:00,Slow response detected endpoint=/api/cart latency=559ms,1
T247,cart-service,WARN,Slow response detected endpoint=/api/cart latency=552ms,2,2026-06-01T20:10:32.025000+00:00,2026-06-01T21:50:22.768000+00:00,Slow response detected endpoint=/api/cart latency=552ms,2
T248,cart-service,WARN,Slow response detected endpoint=/api/cart latency=546ms,2,2026-06-01T15:54:55.244000+00:00,2026-06-01T20:11:50.939000+00:00,Slow response detected endpoint=/api/cart latency=546ms,2
T249,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1181ms,2,2026-06-01T14:57:31.015000+00:00,2026-06-01T18:48:00.955000+00:00,Slow response detected endpoint=/api/cart latency=1181ms,2
T250,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1173ms,2,2026-06-01T22:31:02.400000+00:00,2026-06-01T22:48:09.209000+00:00,Slow response detected endpoint=/api/cart latency=1173ms,2
T251,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2934ms,2,2026-06-01T13:51:18.040000+00:00,2026-06-01T15:54:40.239000+00:00,Slow response detected endpoint=/api/cart latency=2934ms,2
T252,cart-service,WARN,Health check response time elevated endpoint=/health latency=173ms,2,2026-06-01T03:41:25.463000+00:00,2026-06-01T08:04:34.343000+00:00,Health check response time elevated endpoint=/health latency=173ms,2
T253,cart-service,WARN,Health check response time elevated endpoint=/health latency=170ms,2,2026-06-01T10:05:21.423000+00:00,2026-06-01T14:29:12.148000+00:00,Health check response time elevated endpoint=/health latency=170ms,2
T254,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1256ms,2,2026-06-01T22:29:19.009000+00:00,2026-06-01T23:18:02.997000+00:00,Slow response detected endpoint=/api/cart latency=1256ms,2
T255,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1253ms,2,2026-06-01T10:03:28.361000+00:00,2026-06-01T12:06:32.696000+00:00,Slow response detected endpoint=/api/cart latency=1253ms,2
T256,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1245ms,2,2026-06-01T16:24:37.721000+00:00,2026-06-01T19:34:10.654000+00:00,Slow response detected endpoint=/api/cart latency=1245ms,2
T257,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1242ms,2,2026-06-01T18:52:49.938000+00:00,2026-06-01T20:36:16+00:00,Slow response detected endpoint=/api/cart latency=1242ms,1
T258,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1239ms,2,2026-06-01T16:25:27.921000+00:00,2026-06-01T17:04:08.374000+00:00,Slow response detected endpoint=/api/cart latency=1239ms,2
T259,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2970ms,2,2026-06-01T08:10:18.094000+00:00,2026-06-01T18:15:20.997000+00:00,Slow response detected endpoint=/api/cart latency=2970ms,1
T260,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2964ms,2,2026-06-01T16:24:46.548000+00:00,2026-06-01T17:31:58.080000+00:00,Slow response detected endpoint=/api/cart latency=2964ms,1
T261,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2989ms,2,2026-06-01T17:11:14.315000+00:00,2026-06-01T20:33:33.780000+00:00,Slow response detected endpoint=/api/cart latency=2989ms,2
T262,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2988ms,2,2026-06-01T19:12:56.236000+00:00,2026-06-01T23:07:38.592000+00:00,Slow response detected endpoint=/api/cart latency=2988ms,1
T263,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1282ms,2,2026-06-01T19:05:27.035000+00:00,2026-06-01T23:05:24.879000+00:00,Slow response detected endpoint=/api/cart latency=1282ms,1
T264,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1257ms,2,2026-06-01T19:21:57.019000+00:00,2026-06-01T20:47:19.640000+00:00,Slow response detected endpoint=/api/cart latency=1257ms,2
T265,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2880ms,2,2026-06-01T10:52:02.495000+00:00,2026-06-01T23:24:35.773000+00:00,Slow response detected endpoint=/api/cart latency=2880ms,2
T266,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2862ms,2,2026-06-01T18:01:37.442000+00:00,2026-06-01T22:59:27.408000+00:00,Slow response detected endpoint=/api/cart latency=2862ms,2
T267,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2861ms,2,2026-06-01T07:35:28.301000+00:00,2026-06-01T14:36:21.802000+00:00,Slow response detected endpoint=/api/cart latency=2861ms,2
T268,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2846ms,2,2026-06-01T16:31:05.760000+00:00,2026-06-01T19:12:24.959000+00:00,Slow response detected endpoint=/api/cart latency=2846ms,2
T269,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2909ms,2,2026-06-01T14:07:12.558000+00:00,2026-06-01T16:51:15.062000+00:00,Slow response detected endpoint=/api/cart latency=2909ms,1
T270,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2900ms,2,2026-06-01T19:46:50.489000+00:00,2026-06-01T21:48:48.225000+00:00,Slow response detected endpoint=/api/cart latency=2900ms,2
T271,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2898ms,2,2026-06-01T16:57:15.315000+00:00,2026-06-01T20:36:50.131000+00:00,Slow response detected endpoint=/api/cart latency=2898ms,1
T272,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2891ms,2,2026-06-01T17:57:31.844000+00:00,2026-06-01T18:06:18.968000+00:00,Slow response detected endpoint=/api/cart latency=2891ms,2
T273,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2947ms,2,2026-06-01T19:14:14.918000+00:00,2026-06-01T23:36:04.044000+00:00,Slow response detected endpoint=/api/cart latency=2947ms,2
T274,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2945ms,2,2026-06-01T12:41:27.938000+00:00,2026-06-01T15:54:39.311000+00:00,Slow response detected endpoint=/api/cart latency=2945ms,2
T275,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2938ms,2,2026-06-01T14:24:05.449000+00:00,2026-06-01T22:41:38.722000+00:00,Slow response detected endpoint=/api/cart latency=2938ms,2
T276,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1323ms,2,2026-06-01T12:20:51.568000+00:00,2026-06-01T20:43:14.666000+00:00,Slow response detected endpoint=/api/cart latency=1323ms,2
T277,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1313ms,2,2026-06-01T13:49:54.753000+00:00,2026-06-01T15:25:34.543000+00:00,Slow response detected endpoint=/api/cart latency=1313ms,1
T278,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1295ms,2,2026-06-01T20:26:53.369000+00:00,2026-06-01T23:25:42.555000+00:00,Slow response detected endpoint=/api/cart latency=1295ms,2
T279,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2771ms,2,2026-06-01T22:44:46.486000+00:00,2026-06-01T23:24:17.023000+00:00,Slow response detected endpoint=/api/cart latency=2771ms,2
T280,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2757ms,2,2026-06-01T20:49:24.745000+00:00,2026-06-01T20:51:50.239000+00:00,Slow response detected endpoint=/api/cart latency=2757ms,1
T281,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2750ms,2,2026-06-01T14:58:00.736000+00:00,2026-06-01T20:24:02.545000+00:00,Slow response detected endpoint=/api/cart latency=2750ms,2
T282,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2749ms,2,2026-06-01T15:18:31.613000+00:00,2026-06-01T18:33:35.582000+00:00,Slow response detected endpoint=/api/cart latency=2749ms,2
T283,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2745ms,2,2026-06-01T21:03:22.911000+00:00,2026-06-01T21:59:53.623000+00:00,Slow response detected endpoint=/api/cart latency=2745ms,2
T284,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2804ms,2,2026-06-01T17:05:49.929000+00:00,2026-06-01T18:55:45.090000+00:00,Slow response detected endpoint=/api/cart latency=2804ms,2
T285,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2796ms,2,2026-06-01T16:51:03.080000+00:00,2026-06-01T22:22:48.381000+00:00,Slow response detected endpoint=/api/cart latency=2796ms,2
T286,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2785ms,2,2026-06-01T22:27:16.107000+00:00,2026-06-01T23:17:35.405000+00:00,Slow response detected endpoint=/api/cart latency=2785ms,2
T287,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2843ms,2,2026-06-01T17:41:48.640000+00:00,2026-06-01T21:05:31.788000+00:00,Slow response detected endpoint=/api/cart latency=2843ms,1
T288,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2837ms,2,2026-06-01T14:39:52.313000+00:00,2026-06-01T18:24:57.555000+00:00,Slow response detected endpoint=/api/cart latency=2837ms,1
T289,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2834ms,2,2026-06-01T18:06:43.737000+00:00,2026-06-01T22:15:22.103000+00:00,Slow response detected endpoint=/api/cart latency=2834ms,2
T290,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2827ms,2,2026-06-01T15:47:04.979000+00:00,2026-06-01T20:06:17.675000+00:00,Slow response detected endpoint=/api/cart latency=2827ms,2
T291,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2633ms,2,2026-06-01T06:46:40.559000+00:00,2026-06-01T22:03:20.961000+00:00,Slow response detected endpoint=/api/cart latency=2633ms,1
T292,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2627ms,2,2026-06-01T16:08:21.490000+00:00,2026-06-01T19:30:45.822000+00:00,Slow response detected endpoint=/api/cart latency=2627ms,2
T293,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2624ms,2,2026-06-01T17:16:50.146000+00:00,2026-06-01T18:54:45.746000+00:00,Slow response detected endpoint=/api/cart latency=2624ms,1
T294,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1367ms,2,2026-06-01T12:40:25.470000+00:00,2026-06-01T19:31:42.330000+00:00,Slow response detected endpoint=/api/cart latency=1367ms,2
T295,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1365ms,2,2026-06-01T20:21:06.690000+00:00,2026-06-01T23:34:13.754000+00:00,Slow response detected endpoint=/api/cart latency=1365ms,2
T296,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1361ms,2,2026-06-01T16:21:35.885000+00:00,2026-06-01T16:28:46.410000+00:00,Slow response detected endpoint=/api/cart latency=1361ms,2
T297,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1346ms,2,2026-06-01T18:58:16.350000+00:00,2026-06-01T20:50:31.618000+00:00,Slow response detected endpoint=/api/cart latency=1346ms,2
T298,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2665ms,2,2026-06-01T16:41:20.024000+00:00,2026-06-01T19:30:49.944000+00:00,Slow response detected endpoint=/api/cart latency=2665ms,2
T299,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2659ms,2,2026-06-01T17:06:50.867000+00:00,2026-06-01T22:49:41.785000+00:00,Slow response detected endpoint=/api/cart latency=2659ms,2
T300,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2718ms,2,2026-06-01T08:51:53.516000+00:00,2026-06-01T18:10:37.604000+00:00,Slow response detected endpoint=/api/cart latency=2718ms,1
T301,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2712ms,2,2026-06-01T14:17:58.002000+00:00,2026-06-01T22:16:06.232000+00:00,Slow response detected endpoint=/api/cart latency=2712ms,2
T302,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2700ms,2,2026-06-01T16:14:01.677000+00:00,2026-06-01T17:54:06.061000+00:00,Slow response detected endpoint=/api/cart latency=2700ms,2
T303,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2731ms,2,2026-06-01T07:27:10.651000+00:00,2026-06-01T21:32:31.680000+00:00,Slow response detected endpoint=/api/cart latency=2731ms,2
T304,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2724ms,2,2026-06-01T17:18:02.442000+00:00,2026-06-01T21:14:33.503000+00:00,Slow response detected endpoint=/api/cart latency=2724ms,2
T305,cart-service,WARN,Slow response detected endpoint=/api/cart latency=977ms,2,2026-06-01T08:03:00.459000+00:00,2026-06-01T18:48:28.129000+00:00,Slow response detected endpoint=/api/cart latency=977ms,1
T306,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1325ms,2,2026-06-01T14:11:00.986000+00:00,2026-06-01T17:38:57.413000+00:00,Slow response detected endpoint=/api/cart latency=1325ms,2
T307,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2522ms,2,2026-06-01T10:15:35.700000+00:00,2026-06-01T19:55:05.297000+00:00,Slow response detected endpoint=/api/cart latency=2522ms,2
T308,cart-service,WARN,Slow response detected endpoint=/api/cart latency=984ms,2,2026-06-01T12:50:28.304000+00:00,2026-06-01T14:36:14.557000+00:00,Slow response detected endpoint=/api/cart latency=984ms,2
T309,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1380ms,2,2026-06-01T14:21:26.975000+00:00,2026-06-01T20:17:25.681000+00:00,Slow response detected endpoint=/api/cart latency=1380ms,2
T310,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1374ms,2,2026-06-01T17:11:10.022000+00:00,2026-06-01T20:19:12.398000+00:00,Slow response detected endpoint=/api/cart latency=1374ms,2
T311,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1371ms,2,2026-06-01T14:25:28.364000+00:00,2026-06-01T21:18:01.031000+00:00,Slow response detected endpoint=/api/cart latency=1371ms,1
T312,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2583ms,2,2026-06-01T17:17:33.188000+00:00,2026-06-01T23:25:35.788000+00:00,Slow response detected endpoint=/api/cart latency=2583ms,2
T313,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1638ms,2,2026-06-01T15:32:02.529000+00:00,2026-06-01T15:32:03.519000+00:00,Slow response detected endpoint=/api/cart latency=1638ms,2
T314,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2567ms,2,2026-06-01T22:28:14.325000+00:00,2026-06-01T22:41:21.362000+00:00,Slow response detected endpoint=/api/cart latency=2567ms,2
T315,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2619ms,2,2026-06-01T14:37:22.107000+00:00,2026-06-01T23:07:51.661000+00:00,Slow response detected endpoint=/api/cart latency=2619ms,2
T316,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2616ms,2,2026-06-01T15:05:26.516000+00:00,2026-06-01T22:31:36.810000+00:00,Slow response detected endpoint=/api/cart latency=2616ms,2
T317,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2615ms,2,2026-06-01T18:07:24.941000+00:00,2026-06-01T22:49:28.180000+00:00,Slow response detected endpoint=/api/cart latency=2615ms,2
T318,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2604ms,2,2026-06-01T13:55:35.167000+00:00,2026-06-01T23:20:54.482000+00:00,Slow response detected endpoint=/api/cart latency=2604ms,1
T319,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2598ms,2,2026-06-01T17:47:24.108000+00:00,2026-06-01T21:23:22.086000+00:00,Slow response detected endpoint=/api/cart latency=2598ms,2
T320,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2642ms,2,2026-06-01T17:00:57.054000+00:00,2026-06-01T19:31:34.757000+00:00,Slow response detected endpoint=/api/cart latency=2642ms,2
T321,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2640ms,2,2026-06-01T17:46:22.801000+00:00,2026-06-01T23:02:57.980000+00:00,Slow response detected endpoint=/api/cart latency=2640ms,2
T322,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2636ms,2,2026-06-01T15:11:53.473000+00:00,2026-06-01T21:37:16.714000+00:00,Slow response detected endpoint=/api/cart latency=2636ms,2
T323,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1425ms,2,2026-06-01T10:35:40.776000+00:00,2026-06-01T19:45:08.969000+00:00,Slow response detected endpoint=/api/cart latency=1425ms,2
T324,cart-service,WARN,Health check response time elevated endpoint=/health latency=160ms,2,2026-06-01T15:50:56.964000+00:00,2026-06-01T23:48:36.144000+00:00,Health check response time elevated endpoint=/health latency=160ms,2
T325,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1702ms,2,2026-06-01T19:53:22.708000+00:00,2026-06-01T23:52:32.281000+00:00,Slow response detected endpoint=/api/cart latency=1702ms,2
T326,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1413ms,2,2026-06-01T16:25:17.305000+00:00,2026-06-01T18:27:30.446000+00:00,Slow response detected endpoint=/api/cart latency=1413ms,2
T327,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2512ms,2,2026-06-01T18:20:51.435000+00:00,2026-06-01T18:41:08.147000+00:00,Slow response detected endpoint=/api/cart latency=2512ms,2
T328,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1698ms,2,2026-06-01T07:04:17.731000+00:00,2026-06-01T17:50:35.525000+00:00,Slow response detected endpoint=/api/cart latency=1698ms,2
T329,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2509ms,2,2026-06-01T19:27:32.095000+00:00,2026-06-01T23:18:58.829000+00:00,Slow response detected endpoint=/api/cart latency=2509ms,2
T330,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2505ms,2,2026-06-01T06:40:32.891000+00:00,2026-06-01T19:57:49.084000+00:00,Slow response detected endpoint=/api/cart latency=2505ms,2
T331,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2487ms,2,2026-06-01T14:44:05.440000+00:00,2026-06-01T14:50:17.586000+00:00,Slow response detected endpoint=/api/cart latency=2487ms,2
T332,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2556ms,2,2026-06-01T15:57:36.043000+00:00,2026-06-01T21:45:21.186000+00:00,Slow response detected endpoint=/api/cart latency=2556ms,2
T333,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2554ms,2,2026-06-01T14:19:11.137000+00:00,2026-06-01T14:53:12.367000+00:00,Slow response detected endpoint=/api/cart latency=2554ms,2
T334,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2549ms,2,2026-06-01T18:57:04.372000+00:00,2026-06-01T22:34:55.727000+00:00,Slow response detected endpoint=/api/cart latency=2549ms,2
T335,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2546ms,2,2026-06-01T20:13:46.306000+00:00,2026-06-01T21:34:01.423000+00:00,Slow response detected endpoint=/api/cart latency=2546ms,2
T336,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2543ms,2,2026-06-01T17:10:15.311000+00:00,2026-06-01T21:42:32.830000+00:00,Slow response detected endpoint=/api/cart latency=2543ms,2
T337,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2538ms,2,2026-06-01T07:07:11.079000+00:00,2026-06-01T14:07:39.616000+00:00,Slow response detected endpoint=/api/cart latency=2538ms,2
T338,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2525ms,2,2026-06-01T18:49:28.493000+00:00,2026-06-01T19:02:32.039000+00:00,Slow response detected endpoint=/api/cart latency=2525ms,2
T339,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2387ms,2,2026-06-01T17:41:25.075000+00:00,2026-06-01T22:28:51.429000+00:00,Slow response detected endpoint=/api/cart latency=2387ms,2
T340,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1469ms,2,2026-06-01T22:02:13.022000+00:00,2026-06-01T22:13:26.156000+00:00,Slow response detected endpoint=/api/cart latency=1469ms,1
T341,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1457ms,2,2026-06-01T07:32:36.646000+00:00,2026-06-01T19:09:41.894000+00:00,Slow response detected endpoint=/api/cart latency=1457ms,2
T342,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1455ms,2,2026-06-01T17:50:31.883000+00:00,2026-06-01T18:03:38.854000+00:00,Slow response detected endpoint=/api/cart latency=1455ms,1
T343,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1444ms,2,2026-06-01T16:13:11.577000+00:00,2026-06-01T19:39:16.138000+00:00,Slow response detected endpoint=/api/cart latency=1444ms,2
T344,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1685ms,2,2026-06-01T08:46:41.949000+00:00,2026-06-01T20:19:21.952000+00:00,Slow response detected endpoint=/api/cart latency=1685ms,2
T345,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2440ms,2,2026-06-01T16:00:37.411000+00:00,2026-06-01T16:08:18.890000+00:00,Slow response detected endpoint=/api/cart latency=2440ms,2
T346,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2438ms,2,2026-06-01T14:30:53.396000+00:00,2026-06-01T22:46:39.115000+00:00,Slow response detected endpoint=/api/cart latency=2438ms,1
T347,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2436ms,2,2026-06-01T17:28:27.294000+00:00,2026-06-01T19:52:18.414000+00:00,Slow response detected endpoint=/api/cart latency=2436ms,2
T348,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2433ms,2,2026-06-01T20:45:55.534000+00:00,2026-06-01T22:24:32.986000+00:00,Slow response detected endpoint=/api/cart latency=2433ms,2
T349,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1676ms,2,2026-06-01T13:17:35.461000+00:00,2026-06-01T22:30:10.153000+00:00,Slow response detected endpoint=/api/cart latency=1676ms,1
T350,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2421ms,2,2026-06-01T18:34:54.784000+00:00,2026-06-01T19:41:22.245000+00:00,Slow response detected endpoint=/api/cart latency=2421ms,2
T351,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2416ms,2,2026-06-01T18:29:25.312000+00:00,2026-06-01T22:58:25.752000+00:00,Slow response detected endpoint=/api/cart latency=2416ms,2
T352,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2466ms,2,2026-06-01T15:57:33.278000+00:00,2026-06-01T17:06:57.887000+00:00,Slow response detected endpoint=/api/cart latency=2466ms,2
T353,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1664ms,2,2026-06-01T14:18:22.052000+00:00,2026-06-01T22:49:31.994000+00:00,Slow response detected endpoint=/api/cart latency=1664ms,2
T354,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1441ms,2,2026-06-01T16:41:43.891000+00:00,2026-06-01T22:23:53.338000+00:00,Slow response detected endpoint=/api/cart latency=1441ms,2
T355,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2285ms,2,2026-06-01T20:57:08.204000+00:00,2026-06-01T22:20:42.206000+00:00,Slow response detected endpoint=/api/cart latency=2285ms,2
T356,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2339ms,2,2026-06-01T13:06:36.951000+00:00,2026-06-01T14:43:20.113000+00:00,Slow response detected endpoint=/api/cart latency=2339ms,2
T357,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1762ms,2,2026-06-01T13:28:40.774000+00:00,2026-06-01T16:31:45.819000+00:00,Slow response detected endpoint=/api/cart latency=1762ms,2
T358,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1759ms,2,2026-06-01T19:35:08.902000+00:00,2026-06-01T23:27:23.575000+00:00,Slow response detected endpoint=/api/cart latency=1759ms,2
T359,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1488ms,2,2026-06-01T16:49:56.582000+00:00,2026-06-01T19:30:32.273000+00:00,Slow response detected endpoint=/api/cart latency=1488ms,2
T360,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1479ms,2,2026-06-01T11:34:46.190000+00:00,2026-06-01T22:10:16.279000+00:00,Slow response detected endpoint=/api/cart latency=1479ms,2
T361,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1476ms,2,2026-06-01T19:14:06.081000+00:00,2026-06-01T23:11:42.511000+00:00,Slow response detected endpoint=/api/cart latency=1476ms,2
T362,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2373ms,2,2026-06-01T14:12:38.023000+00:00,2026-06-01T21:35:46.502000+00:00,Slow response detected endpoint=/api/cart latency=2373ms,2
T363,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2361ms,2,2026-06-01T17:51:03.571000+00:00,2026-06-01T21:50:28.274000+00:00,Slow response detected endpoint=/api/cart latency=2361ms,2
T364,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2356ms,2,2026-06-01T18:06:45.180000+00:00,2026-06-01T20:44:55.002000+00:00,Slow response detected endpoint=/api/cart latency=2356ms,2
T365,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2412ms,2,2026-06-01T12:30:27.443000+00:00,2026-06-01T22:35:04.407000+00:00,Slow response detected endpoint=/api/cart latency=2412ms,2
T366,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2409ms,2,2026-06-01T14:48:52.095000+00:00,2026-06-01T17:46:55.767000+00:00,Slow response detected endpoint=/api/cart latency=2409ms,2
T367,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2405ms,2,2026-06-01T19:32:50.610000+00:00,2026-06-01T20:08:18.884000+00:00,Slow response detected endpoint=/api/cart latency=2405ms,2
T368,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2401ms,2,2026-06-01T06:56:53.514000+00:00,2026-06-01T23:30:04.683000+00:00,Slow response detected endpoint=/api/cart latency=2401ms,1
T369,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2396ms,2,2026-06-01T14:43:16.450000+00:00,2026-06-01T17:17:37.598000+00:00,Slow response detected endpoint=/api/cart latency=2396ms,2
T370,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2393ms,2,2026-06-01T16:57:14.100000+00:00,2026-06-01T20:26:40.137000+00:00,Slow response detected endpoint=/api/cart latency=2393ms,2
T371,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1519ms,2,2026-06-01T17:32:12.245000+00:00,2026-06-01T23:39:42.347000+00:00,Slow response detected endpoint=/api/cart latency=1519ms,1
T372,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1513ms,2,2026-06-01T18:07:26.940000+00:00,2026-06-01T22:24:55.535000+00:00,Slow response detected endpoint=/api/cart latency=1513ms,1
T373,cart-service,WARN,Slow response detected endpoint=/api/cart latency=1501ms,2,2026-06-01T18:24:31.283000+00:00,2026-06-01T19:30:12.152000+00:00,Slow response detected endpoint=/api/cart latency=1501ms,1
T374,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2239ms,2,2026-06-01T14:02:55.801000+00:00,2026-06-01T21:54:26.143000+00:00,Slow response detected endpoint=/api/cart latency=2239ms,1
T375,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2238ms,2,2026-06-01T14:53:17.181000+00:00,2026-06-01T19:04:44.805000+00:00,Slow response detected endpoint=/api/cart latency=2238ms,2
T376,cart-service,WARN,Slow response detected endpoint=/api/cart latency=2235ms,2,2026-06-01T18:08:58.048000+00:00,2026-06-01T22:36:57.101000+00:00,Slow response detected endpoint=/api/cart latency=2235ms,2
