timestamp,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,cart_upstream_error_rate,product_upstream_error_rate,active_connections
2026-06-01T03:07:00Z,47.81,23.2,0.02,0.21,1.96,308
2026-06-01T03:07:30Z,53.26,10.0,0.0,0.26,1.68,315
2026-06-01T03:08:00Z,42.98,27.5,0.07,0.06,2.65,331
2026-06-01T03:08:30Z,47.85,10.0,0.0,0.1,2.89,321
2026-06-01T03:09:00Z,40.89,10.0,0.0,0.3,1.56,328
2026-06-01T03:09:30Z,45.67,24.6,0.34,0.24,1.75,331
2026-06-01T03:10:00Z,49.1,15.4,0.0,0.76,1.66,333
2026-06-01T03:10:30Z,47.65,10.0,0.0,0.66,3.36,329
2026-06-01T03:11:00Z,42.66,32.5,0.0,0.55,2.54,322
2026-06-01T03:11:30Z,58.85,25.7,0.32,0.46,3.39,324
2026-06-01T03:12:00Z,42.82,23.4,0.21,0.52,3.13,328
2026-06-01T03:12:30Z,46.86,10.0,0.0,0.18,2.62,343
2026-06-01T03:13:00Z,48.74,38.9,0.14,0.62,1.77,323
2026-06-01T03:13:30Z,51.4,35.5,1.22,0.6,2.52,302
2026-06-01T03:14:00Z,49.05,39.7,0.0,0.18,2.28,323
2026-06-01T03:14:30Z,52.29,20.5,1.5,0.2,4.48,317
2026-06-01T03:15:00Z,40.64,23.4,0.0,0.27,3.96,305
2026-06-01T03:15:30Z,49.91,10.0,1.5,0.33,4.15,306
2026-06-01T03:16:00Z,41.48,16.7,0.22,0.65,3.84,311
2026-06-01T03:16:30Z,37.01,21.2,0.1,0.1,5.28,340
2026-06-01T03:17:00Z,54.63,30.3,0.0,0.23,5.19,332
2026-06-01T03:17:30Z,48.04,17.0,0.0,0.78,5.3,315
2026-06-01T03:18:00Z,39.36,20.1,0.73,0.32,2.6,301
2026-06-01T03:18:30Z,42.98,21.9,0.92,0.78,4.69,343
2026-06-01T03:19:00Z,52.71,19.0,0.0,0.76,5.8,302
2026-06-01T03:19:30Z,56.65,30.4,0.0,0.26,5.21,331
2026-06-01T03:20:00Z,48.01,22.0,0.0,0.6,2.98,309
2026-06-01T03:20:30Z,34.06,10.0,1.5,0.76,5.49,345
2026-06-01T03:21:00Z,55.63,15.3,0.0,0.67,4.17,325
2026-06-01T03:21:30Z,53.77,13.7,0.36,0.44,6.68,323
2026-06-01T03:22:00Z,45.03,10.0,0.7,0.54,5.75,316
2026-06-01T03:22:30Z,68.82,20.2,0.69,0.54,6.26,333
2026-06-01T03:23:00Z,42.2,41.1,0.0,0.63,4.34,326
2026-06-01T03:23:30Z,46.23,13.2,0.53,0.32,3.05,330
2026-06-01T03:24:00Z,49.74,10.0,0.76,0.61,5.14,333
2026-06-01T03:24:30Z,61.65,27.0,0.43,0.76,5.72,334
2026-06-01T03:25:00Z,41.3,28.2,1.5,0.5,3.32,325
2026-06-01T03:25:30Z,52.35,10.0,0.41,0.18,5.43,336
2026-06-01T03:26:00Z,45.13,48.2,0.0,0.1,5.88,317
2026-06-01T03:26:30Z,55.77,18.9,0.0,0.53,7.2,339
2026-06-01T03:27:00Z,53.35,22.9,0.0,0.29,7.13,298
2026-06-01T03:27:30Z,53.08,14.9,0.0,0.22,5.09,300
2026-06-01T03:28:00Z,46.99,21.2,0.19,0.46,7.02,331
2026-06-01T03:28:30Z,53.14,24.2,1.5,0.55,8.35,320
2026-06-01T03:29:00Z,62.59,18.1,0.0,0.29,7.68,317
2026-06-01T03:29:30Z,56.53,17.9,0.0,0.15,6.05,300
2026-06-01T03:30:00Z,51.82,18.7,0.03,0.59,5.78,337
2026-06-01T03:30:30Z,47.41,21.8,0.0,0.76,5.75,329
2026-06-01T03:31:00Z,48.6,10.0,0.0,0.09,6.84,297
2026-06-01T03:31:30Z,51.35,10.0,0.43,0.46,4.05,309
2026-06-01T03:32:00Z,51.12,10.0,0.0,0.1,8.29,349
2026-06-01T03:32:30Z,47.32,27.2,0.78,0.46,4.68,345
2026-06-01T03:33:00Z,50.74,15.7,0.78,0.76,5.76,313
2026-06-01T03:33:30Z,45.81,15.5,0.0,0.76,5.06,303
2026-06-01T03:34:00Z,45.73,14.0,0.24,0.36,4.72,318
2026-06-01T03:34:30Z,58.92,37.0,1.5,0.32,9.23,342
2026-06-01T03:35:00Z,50.46,10.0,0.01,0.38,5.25,315
2026-06-01T03:35:30Z,55.92,35.2,0.0,0.7,8.09,286
2026-06-01T03:36:00Z,59.51,10.0,0.0,0.28,9.29,333
2026-06-01T03:36:30Z,50.06,18.3,0.08,0.6,4.64,308
2026-06-01T03:37:00Z,50.56,13.1,0.0,0.27,6.95,331
2026-06-01T03:37:30Z,54.18,33.0,0.0,0.51,4.27,338
2026-06-01T03:38:00Z,58.8,17.0,0.05,0.38,5.65,349
2026-06-01T03:38:30Z,48.72,10.0,0.0,0.61,5.17,318
2026-06-01T03:39:00Z,50.7,30.4,0.73,0.34,8.28,313
2026-06-01T03:39:30Z,54.17,10.0,0.87,0.11,6.09,307
2026-06-01T03:40:00Z,61.6,55.0,0.69,0.31,6.8,323
2026-06-01T03:40:30Z,54.17,10.0,0.0,0.42,5.37,333
2026-06-01T03:41:00Z,47.6,10.0,0.0,0.51,9.17,310
2026-06-01T03:41:30Z,40.13,24.6,0.0,0.49,6.93,367
2026-06-01T03:42:00Z,67.28,10.0,0.0,0.28,9.24,330
2026-06-01T03:42:30Z,48.63,10.0,1.0,0.02,5.23,322
2026-06-01T03:43:00Z,52.6,35.3,0.33,0.27,4.93,324
2026-06-01T03:43:30Z,47.06,23.1,1.01,0.59,5.33,315
2026-06-01T03:44:00Z,62.03,31.4,0.0,0.41,9.6,307
2026-06-01T03:44:30Z,58.92,26.1,0.61,0.14,9.55,337
2026-06-01T03:45:00Z,61.09,10.0,0.0,0.69,4.89,348
2026-06-01T03:45:30Z,53.32,10.0,1.15,0.65,8.11,317
2026-06-01T03:46:00Z,35.85,42.8,1.13,0.58,6.4,325
2026-06-01T03:46:30Z,51.61,10.0,1.5,0.39,9.14,309
2026-06-01T03:47:00Z,49.82,17.0,0.0,0.78,6.86,319
2026-06-01T03:47:30Z,44.23,36.3,1.44,0.32,5.58,313
2026-06-01T03:48:00Z,57.5,20.7,1.06,0.73,4.45,330
2026-06-01T03:48:30Z,60.18,27.8,0.0,0.24,5.79,330
2026-06-01T03:49:00Z,53.23,11.0,0.0,0.6,4.01,317
2026-06-01T03:49:30Z,59.48,13.9,0.0,0.47,4.13,324
2026-06-01T03:50:00Z,53.29,21.0,0.0,0.59,6.08,340
2026-06-01T03:50:30Z,48.86,10.0,0.0,0.47,9.7,344
2026-06-01T03:51:00Z,54.09,10.0,1.18,0.48,5.54,322
2026-06-01T03:51:30Z,43.0,10.0,0.0,0.02,5.97,322
2026-06-01T03:52:00Z,56.61,10.6,0.28,0.71,5.73,346
2026-06-01T03:52:30Z,63.39,16.1,0.82,0.09,5.45,325
2026-06-01T03:53:00Z,41.74,26.5,0.0,0.19,9.06,324
2026-06-01T03:53:30Z,45.27,10.0,0.61,0.51,7.18,330
2026-06-01T03:54:00Z,53.28,10.0,0.0,0.03,6.54,334
2026-06-01T03:54:30Z,35.11,33.7,1.17,0.55,6.29,300
2026-06-01T03:55:00Z,41.77,10.0,0.15,0.09,6.48,302
2026-06-01T03:55:30Z,55.74,26.4,1.5,0.56,6.1,326
2026-06-01T03:56:00Z,56.6,10.0,0.32,0.46,7.17,331
2026-06-01T03:56:30Z,41.05,22.0,1.2,0.72,4.5,309
2026-06-01T03:57:00Z,50.14,29.4,0.0,0.5,5.77,316
2026-06-01T03:57:30Z,41.18,31.6,0.4,0.07,7.56,343
2026-06-01T03:58:00Z,42.09,19.1,0.0,0.01,6.27,313
2026-06-01T03:58:30Z,57.01,16.9,0.16,0.45,3.59,330
2026-06-01T03:59:00Z,44.77,10.0,0.0,0.76,6.34,334
2026-06-01T03:59:30Z,51.03,10.0,0.36,0.08,3.85,301
2026-06-01T04:00:00Z,53.41,15.2,1.5,0.71,8.21,336
2026-06-01T04:00:30Z,61.01,17.2,0.0,0.75,5.0,320
2026-06-01T04:01:00Z,54.69,10.0,0.0,0.5,6.06,315
2026-06-01T04:01:30Z,52.53,19.7,1.08,0.3,5.01,303
2026-06-01T04:02:00Z,59.29,36.7,0.0,0.01,3.81,329
2026-06-01T04:02:30Z,53.04,15.4,0.0,0.01,3.61,323
2026-06-01T04:03:00Z,59.76,14.5,0.0,0.17,4.31,326
2026-06-01T04:03:30Z,57.78,39.5,1.18,0.39,6.58,333
2026-06-01T04:04:00Z,48.6,59.6,0.23,0.12,4.35,325
2026-06-01T04:04:30Z,46.84,26.6,0.0,0.63,5.24,337
2026-06-01T04:05:00Z,52.96,15.2,0.0,0.24,4.02,332
2026-06-01T04:05:30Z,54.14,10.0,0.64,0.69,4.62,332
2026-06-01T04:06:00Z,53.93,10.0,0.0,0.13,6.17,346
2026-06-01T04:06:30Z,59.07,24.0,0.0,0.05,6.33,302
2026-06-01T04:07:00Z,50.33,10.0,0.0,0.14,3.4,322
2026-06-01T04:07:30Z,56.1,23.1,0.62,0.03,5.03,321
2026-06-01T04:08:00Z,50.57,16.5,0.0,0.54,5.22,324
2026-06-01T04:08:30Z,54.37,14.7,0.0,0.55,5.22,330
2026-06-01T04:09:00Z,52.52,10.0,0.0,0.1,3.02,350
2026-06-01T04:09:30Z,49.51,16.3,0.7,0.79,5.52,350
2026-06-01T04:10:00Z,50.49,17.2,0.0,0.3,2.84,343
2026-06-01T04:10:30Z,45.52,30.3,0.0,0.21,4.35,323
2026-06-01T04:11:00Z,62.84,29.5,0.92,0.1,4.8,315
2026-06-01T04:11:30Z,48.03,43.8,0.0,0.23,4.93,326
2026-06-01T04:12:00Z,52.34,11.1,0.0,0.3,2.91,309
2026-06-01T04:12:30Z,46.27,32.2,0.97,0.65,2.45,347
2026-06-01T04:13:00Z,46.86,33.5,0.0,0.04,2.31,324
2026-06-01T04:13:30Z,52.76,22.4,0.0,0.77,3.61,335
2026-06-01T04:14:00Z,58.33,10.0,0.73,0.07,2.62,337
2026-06-01T04:14:30Z,54.19,32.0,0.7,0.16,4.91,342
2026-06-01T04:15:00Z,55.86,25.2,0.52,0.09,4.63,342
2026-06-01T04:15:30Z,50.59,28.2,0.0,0.64,3.15,331
2026-06-01T04:16:00Z,53.66,39.2,1.13,0.37,4.62,340
2026-06-01T04:16:30Z,57.04,46.9,0.0,0.44,3.18,326
2026-06-01T04:17:00Z,70.94,36.0,0.0,0.47,3.65,332
2026-06-01T04:17:30Z,56.72,10.0,0.0,0.2,3.48,335
2026-06-01T04:18:00Z,56.39,27.0,0.38,0.65,3.63,332
2026-06-01T04:18:30Z,38.45,16.2,0.0,0.68,2.21,326
2026-06-01T04:19:00Z,56.99,37.1,1.5,0.14,3.22,366
2026-06-01T04:19:30Z,61.08,25.8,0.16,0.39,1.75,335
2026-06-01T04:20:00Z,57.29,39.2,0.57,0.01,1.74,331
2026-06-01T04:20:30Z,42.35,26.8,0.71,0.36,2.45,324
2026-06-01T04:21:00Z,60.09,26.0,0.0,0.67,2.61,329
2026-06-01T04:21:30Z,43.88,31.1,0.96,0.34,2.22,341
2026-06-01T04:22:00Z,48.13,34.2,0.0,0.29,2.34,320
2026-06-01T04:22:30Z,53.99,19.6,0.0,0.07,2.57,346
2026-06-01T04:23:00Z,53.59,27.7,0.04,0.41,2.15,328
2026-06-01T04:23:30Z,48.45,17.3,0.12,0.01,1.83,322
2026-06-01T04:24:00Z,55.23,27.1,0.23,0.65,1.26,340
2026-06-01T04:24:30Z,48.67,23.2,0.0,0.18,1.22,330
2026-06-01T04:25:00Z,47.47,29.5,0.25,0.77,1.09,345
2026-06-01T04:25:30Z,45.68,33.7,0.0,0.3,1.11,334
2026-06-01T04:26:00Z,41.61,43.3,0.26,0.18,0.59,337
2026-06-01T04:26:30Z,60.67,10.0,0.0,0.57,1.03,315
2026-06-01T04:27:00Z,57.92,26.8,0.06,0.4,0.44,342
2026-06-01T04:27:30Z,51.06,10.0,0.0,0.06,0.37,344
2026-06-01T04:28:00Z,56.36,10.0,0.46,0.42,0.52,352
2026-06-01T04:28:30Z,57.5,27.1,1.5,0.79,0.26,331
2026-06-01T04:29:00Z,58.44,18.9,0.25,0.65,0.16,352
2026-06-01T04:29:30Z,50.72,29.1,0.25,0.07,0.09,353
2026-06-01T04:30:00Z,61.23,18.1,0.0,0.71,0.12,332
2026-06-01T04:30:30Z,46.18,19.7,0.0,0.52,0.03,355
2026-06-01T04:31:00Z,43.52,22.9,0.37,0.42,0.09,338
2026-06-01T04:31:30Z,56.27,14.5,0.04,0.25,0.26,359
2026-06-01T04:32:00Z,51.7,10.0,0.0,0.51,0.22,332
2026-06-01T04:32:30Z,54.11,10.0,0.0,0.09,0.04,331
2026-06-01T04:33:00Z,73.45,10.0,0.76,0.36,0.07,342
2026-06-01T04:33:30Z,65.29,10.0,0.85,0.5,0.12,319
2026-06-01T04:34:00Z,62.0,14.5,0.0,0.58,0.23,320
2026-06-01T04:34:30Z,59.89,10.0,0.76,0.06,0.01,327
2026-06-01T04:35:00Z,50.61,27.7,0.0,0.12,0.09,316
2026-06-01T04:35:30Z,69.55,11.4,0.97,0.45,0.29,343
2026-06-01T04:36:00Z,51.64,10.0,0.21,0.15,0.01,316
2026-06-01T04:36:30Z,60.09,14.6,1.18,0.08,0.08,331
2026-06-01T04:37:00Z,59.0,23.1,0.3,0.15,0.24,342
2026-06-01T04:37:30Z,52.24,10.0,0.06,0.49,0.26,321
2026-06-01T04:38:00Z,40.9,10.0,0.0,0.49,0.1,326
2026-06-01T04:38:30Z,74.27,49.2,0.0,0.45,0.12,340
2026-06-01T04:39:00Z,70.97,30.4,0.0,0.43,0.1,335
2026-06-01T04:39:30Z,57.38,10.0,0.0,0.03,0.24,376
2026-06-01T04:40:00Z,57.1,31.7,0.0,0.35,0.3,352
2026-06-01T04:40:30Z,65.61,39.8,0.0,0.65,0.04,339
2026-06-01T04:41:00Z,45.15,13.5,0.61,0.4,0.2,346
2026-06-01T04:41:30Z,57.48,17.3,0.0,0.58,0.04,339
2026-06-01T04:42:00Z,52.07,37.2,0.0,0.34,0.27,323
2026-06-01T04:42:30Z,58.61,10.0,0.0,0.06,0.04,348
2026-06-01T04:43:00Z,49.63,10.0,1.03,0.01,0.19,331
2026-06-01T04:43:30Z,48.47,41.7,0.0,0.18,0.17,341
2026-06-01T04:44:00Z,61.61,15.6,0.0,0.66,0.17,360
2026-06-01T04:44:30Z,54.58,21.4,0.0,0.32,0.17,331
2026-06-01T04:45:00Z,61.67,10.0,0.45,0.35,0.29,350
2026-06-01T04:45:30Z,57.0,20.6,0.0,0.21,0.2,336
2026-06-01T04:46:00Z,51.39,31.6,0.0,0.7,0.12,343
2026-06-01T04:46:30Z,55.14,21.0,0.0,0.55,0.07,346
2026-06-01T04:47:00Z,57.45,10.0,0.0,0.78,0.29,348
2026-06-01T04:47:30Z,49.01,13.7,0.0,0.42,0.0,340
2026-06-01T04:48:00Z,49.49,31.0,0.0,0.21,0.02,352
2026-06-01T04:48:30Z,42.03,25.6,0.0,0.16,0.08,334
2026-06-01T04:49:00Z,56.49,14.3,1.5,0.75,0.17,355
2026-06-01T04:49:30Z,67.97,17.9,1.04,0.47,0.15,315
2026-06-01T04:50:00Z,58.02,26.9,0.37,0.18,0.27,348
2026-06-01T04:50:30Z,48.31,20.5,0.0,0.61,0.29,332
2026-06-01T04:51:00Z,53.89,10.0,0.0,0.78,0.21,376
2026-06-01T04:51:30Z,54.61,19.9,0.0,0.67,0.0,342
2026-06-01T04:52:00Z,48.87,19.6,0.44,0.58,0.24,346
2026-06-01T04:52:30Z,64.85,43.8,0.0,0.25,0.25,344
2026-06-01T04:53:00Z,72.22,16.0,0.45,0.71,0.12,333
2026-06-01T04:53:30Z,55.76,36.5,0.62,0.34,0.18,336
2026-06-01T04:54:00Z,65.06,21.2,0.8,0.6,0.15,350
2026-06-01T04:54:30Z,55.26,46.2,0.0,0.24,0.16,298
2026-06-01T04:55:00Z,55.76,21.4,0.0,0.0,0.2,357
2026-06-01T04:55:30Z,54.69,31.7,0.0,0.01,0.11,344
2026-06-01T04:56:00Z,65.72,25.1,1.17,0.41,0.18,369
2026-06-01T04:56:30Z,66.33,10.5,0.22,0.12,0.2,341
2026-06-01T04:57:00Z,52.51,10.0,0.0,0.15,0.2,344
2026-06-01T04:57:30Z,63.88,38.3,0.0,0.36,0.1,355
2026-06-01T04:58:00Z,66.74,28.3,0.61,0.16,0.1,342
2026-06-01T04:58:30Z,40.37,39.9,0.0,0.61,0.21,334
2026-06-01T04:59:00Z,48.29,47.2,0.08,0.52,0.14,338
2026-06-01T04:59:30Z,52.64,14.9,0.83,0.13,0.22,350
2026-06-01T05:00:00Z,56.25,22.5,0.65,0.17,0.24,327
2026-06-01T05:00:30Z,56.2,33.5,0.0,0.38,0.15,335
2026-06-01T05:01:00Z,52.46,18.4,1.5,0.57,0.27,364
2026-06-01T05:01:30Z,60.13,18.5,0.0,0.38,0.05,331
2026-06-01T05:02:00Z,58.29,35.0,0.0,0.49,0.13,332
2026-06-01T05:02:30Z,67.48,10.0,0.33,0.17,0.13,364
2026-06-01T05:03:00Z,67.05,29.5,1.09,0.47,0.16,357
2026-06-01T05:03:30Z,40.64,11.3,0.0,0.45,0.22,348
2026-06-01T05:04:00Z,61.33,10.0,0.25,0.65,0.05,368
2026-06-01T05:04:30Z,63.07,42.9,0.0,0.73,0.28,334
2026-06-01T05:05:00Z,69.06,10.0,0.0,0.19,0.18,332
2026-06-01T05:05:30Z,53.83,10.0,0.0,0.1,0.09,331
2026-06-01T05:06:00Z,62.18,10.0,0.0,0.66,0.11,378
2026-06-01T05:06:30Z,56.24,22.2,0.07,0.35,0.09,351
2026-06-01T05:07:00Z,48.69,23.5,0.16,0.11,0.17,371
2026-06-01T05:07:30Z,63.24,29.5,1.5,0.69,0.09,349
2026-06-01T05:08:00Z,59.89,10.0,0.0,0.72,0.1,349
2026-06-01T05:08:30Z,59.36,10.0,0.23,0.65,0.16,366
2026-06-01T05:09:00Z,62.95,14.0,0.96,0.71,0.05,337
2026-06-01T05:09:30Z,58.77,38.6,0.0,0.27,0.11,357
2026-06-01T05:10:00Z,57.48,37.2,0.0,0.67,0.07,370
2026-06-01T05:10:30Z,60.24,30.2,0.0,0.48,0.08,337
2026-06-01T05:11:00Z,52.18,31.7,0.0,0.01,0.03,378
2026-06-01T05:11:30Z,50.16,25.7,0.76,0.11,0.24,331
2026-06-01T05:12:00Z,66.31,24.9,1.0,0.33,0.03,355
2026-06-01T05:12:30Z,55.43,29.1,0.0,0.48,0.06,357
2026-06-01T05:13:00Z,75.11,12.9,1.5,0.75,0.14,345
2026-06-01T05:13:30Z,65.17,22.1,1.05,0.07,0.22,356
2026-06-01T05:14:00Z,64.28,42.6,0.78,0.15,0.2,357
2026-06-01T05:14:30Z,58.13,16.8,0.15,0.23,0.24,354
2026-06-01T05:15:00Z,60.75,10.0,0.41,0.6,0.08,357
2026-06-01T05:15:30Z,78.59,33.8,0.0,0.21,0.11,345
2026-06-01T05:16:00Z,48.49,10.0,0.0,0.05,0.07,325
2026-06-01T05:16:30Z,50.66,29.2,0.0,0.35,0.2,375
2026-06-01T05:17:00Z,53.54,42.0,0.0,0.62,0.1,358
2026-06-01T05:17:30Z,58.61,33.7,0.0,0.63,0.26,349
2026-06-01T05:18:00Z,72.59,36.8,0.22,0.01,0.19,346
2026-06-01T05:18:30Z,68.35,28.2,1.5,0.15,0.02,341
2026-06-01T05:19:00Z,56.1,26.5,0.59,0.17,0.08,365
2026-06-01T05:19:30Z,52.95,33.4,0.0,0.43,0.05,341
2026-06-01T05:20:00Z,48.79,18.8,0.45,0.16,0.14,385
2026-06-01T05:20:30Z,49.98,10.0,0.0,0.36,0.11,353
2026-06-01T05:21:00Z,72.95,10.0,0.13,0.09,0.1,346
2026-06-01T05:21:30Z,59.87,10.0,0.0,0.23,0.21,354
2026-06-01T05:22:00Z,61.95,40.9,0.3,0.37,0.0,374
2026-06-01T05:22:30Z,57.09,35.5,0.65,0.32,0.1,374
2026-06-01T05:23:00Z,70.23,10.0,0.78,0.57,0.21,341
2026-06-01T05:23:30Z,54.77,15.5,0.92,0.69,0.07,353
2026-06-01T05:24:00Z,69.15,10.0,1.12,0.79,0.28,358
2026-06-01T05:24:30Z,59.69,15.8,0.99,0.09,0.22,379
2026-06-01T05:25:00Z,65.5,18.1,0.47,0.23,0.0,336
2026-06-01T05:25:30Z,61.96,26.4,0.0,0.16,0.18,364
2026-06-01T05:26:00Z,47.84,37.1,0.0,0.11,0.14,349
2026-06-01T05:26:30Z,54.76,40.2,0.0,0.54,0.11,347
2026-06-01T05:27:00Z,58.9,37.2,1.3,0.76,0.26,348
2026-06-01T05:27:30Z,68.75,16.9,0.09,0.71,0.05,347
2026-06-01T05:28:00Z,71.71,10.0,0.0,0.49,0.27,370
2026-06-01T05:28:30Z,64.31,12.8,0.0,0.21,0.07,367
2026-06-01T05:29:00Z,61.11,39.1,0.0,0.6,0.18,369
2026-06-01T05:29:30Z,50.0,32.5,0.0,0.24,0.0,361
2026-06-01T05:30:00Z,62.6,26.7,0.0,0.09,0.13,363
2026-06-01T05:30:30Z,71.96,22.2,0.0,0.53,0.28,344
2026-06-01T05:31:00Z,64.61,24.0,0.0,0.33,0.07,334
2026-06-01T05:31:30Z,57.32,36.7,0.32,0.8,0.0,345
2026-06-01T05:32:00Z,66.65,10.0,0.0,0.15,0.14,363
2026-06-01T05:32:30Z,68.64,20.1,0.77,0.24,0.28,318
2026-06-01T05:33:00Z,72.21,27.3,1.5,0.39,0.21,364
2026-06-01T05:33:30Z,56.25,10.0,0.0,0.79,0.25,377
2026-06-01T05:34:00Z,69.44,22.5,0.0,0.8,0.09,359
2026-06-01T05:34:30Z,64.12,39.7,1.5,0.11,0.03,342
2026-06-01T05:35:00Z,49.3,33.1,0.43,0.6,0.02,327
2026-06-01T05:35:30Z,56.49,10.0,0.0,0.3,0.21,359
2026-06-01T05:36:00Z,68.16,47.4,0.0,0.48,0.22,360
2026-06-01T05:36:30Z,60.08,38.2,0.74,0.4,0.07,362
2026-06-01T05:37:00Z,71.86,23.9,1.5,0.23,0.11,360
2026-06-01T05:37:30Z,71.85,10.0,0.73,0.3,0.1,360
2026-06-01T05:38:00Z,67.82,10.0,0.34,0.73,0.07,378
2026-06-01T05:38:30Z,63.14,11.7,0.0,0.78,0.28,335
2026-06-01T05:39:00Z,53.07,30.8,0.0,0.44,0.07,356
2026-06-01T05:39:30Z,71.79,20.4,1.21,0.55,0.19,371
2026-06-01T05:40:00Z,65.15,10.0,0.0,0.19,0.04,363
2026-06-01T05:40:30Z,55.48,14.8,0.87,0.06,0.12,343
2026-06-01T05:41:00Z,55.96,17.6,0.0,0.35,0.09,369
2026-06-01T05:41:30Z,64.87,40.0,0.0,0.58,0.0,342
2026-06-01T05:42:00Z,60.51,10.0,0.66,0.75,0.07,356
2026-06-01T05:42:30Z,66.06,23.9,0.0,0.55,0.26,347
2026-06-01T05:43:00Z,64.27,10.0,1.5,0.39,0.03,345
2026-06-01T05:43:30Z,72.57,10.0,1.16,0.39,0.25,365
2026-06-01T05:44:00Z,41.65,21.2,0.0,0.11,0.22,368
2026-06-01T05:44:30Z,68.62,46.2,0.91,0.23,0.28,354
2026-06-01T05:45:00Z,64.93,24.9,0.0,0.52,0.01,378
2026-06-01T05:45:30Z,68.7,31.3,0.0,0.49,0.12,358
2026-06-01T05:46:00Z,51.51,27.6,0.0,0.32,0.03,359
2026-06-01T05:46:30Z,63.6,31.4,0.0,0.2,0.08,358
2026-06-01T05:47:00Z,71.73,28.5,0.49,0.19,0.09,352
2026-06-01T05:47:30Z,64.24,10.0,0.21,0.75,0.25,370
2026-06-01T05:48:00Z,61.24,36.8,0.48,0.73,0.12,336
2026-06-01T05:48:30Z,59.07,36.4,0.0,0.59,0.07,372
2026-06-01T05:49:00Z,68.69,18.7,0.0,0.34,0.1,331
2026-06-01T05:49:30Z,68.67,14.4,0.42,0.51,0.14,377
2026-06-01T05:50:00Z,76.82,19.4,1.11,0.1,0.04,345
2026-06-01T05:50:30Z,56.68,10.0,1.45,0.15,0.28,371
2026-06-01T05:51:00Z,59.66,22.8,0.7,0.22,0.14,359
2026-06-01T05:51:30Z,57.44,27.6,0.46,0.72,0.3,340
2026-06-01T05:52:00Z,64.86,12.8,0.0,0.76,0.07,377
2026-06-01T05:52:30Z,71.55,13.8,0.0,0.52,0.18,355
2026-06-01T05:53:00Z,72.37,20.9,0.0,0.54,0.19,355
2026-06-01T05:53:30Z,55.01,13.6,0.0,0.27,0.01,408
2026-06-01T05:54:00Z,57.89,10.0,1.02,0.68,0.25,360
2026-06-01T05:54:30Z,70.06,11.3,0.0,0.65,0.12,342
2026-06-01T05:55:00Z,78.59,15.0,0.0,0.67,0.1,372
2026-06-01T05:55:30Z,65.21,10.0,0.0,0.05,0.03,362
2026-06-01T05:56:00Z,70.05,10.2,0.17,0.35,0.23,364
2026-06-01T05:56:30Z,68.31,17.3,0.85,0.54,0.16,352
2026-06-01T05:57:00Z,60.38,34.9,0.0,0.63,0.13,381
2026-06-01T05:57:30Z,62.17,33.3,0.14,0.8,0.1,365
2026-06-01T05:58:00Z,68.78,38.1,0.0,0.67,0.17,351
2026-06-01T05:58:30Z,59.28,10.0,0.0,0.14,0.26,355
2026-06-01T05:59:00Z,65.69,10.0,0.0,0.58,0.05,372
2026-06-01T05:59:30Z,69.23,31.4,0.0,0.34,0.26,339
2026-06-01T06:00:00Z,61.14,10.0,0.04,0.32,0.27,380
2026-06-01T06:00:30Z,60.04,21.6,0.0,0.47,0.06,359
2026-06-01T06:01:00Z,63.31,44.3,0.0,0.73,0.25,341
2026-06-01T06:01:30Z,65.01,10.0,1.5,0.23,0.1,364
2026-06-01T06:02:00Z,65.35,13.3,1.29,0.25,0.16,352
2026-06-01T06:02:30Z,73.6,10.0,0.0,0.36,0.24,338
2026-06-01T06:03:00Z,65.74,23.4,0.0,0.76,0.12,353
2026-06-01T06:03:30Z,58.47,32.7,1.5,0.54,0.01,386
2026-06-01T06:04:00Z,66.27,10.0,0.0,0.37,0.02,358
2026-06-01T06:04:30Z,65.96,40.4,0.0,0.03,0.03,346
2026-06-01T06:05:00Z,73.26,24.9,0.77,0.41,0.17,345
2026-06-01T06:05:30Z,70.7,10.0,0.0,0.55,0.07,344
2026-06-01T06:06:00Z,72.93,26.5,0.77,0.01,0.08,380
2026-06-01T06:06:30Z,60.95,19.0,0.0,0.61,0.24,384
2026-06-01T06:07:00Z,61.29,25.4,0.85,0.6,0.13,385
2026-06-01T06:07:30Z,55.46,22.1,0.15,0.31,0.14,363
2026-06-01T06:08:00Z,72.15,44.2,0.39,0.47,0.05,371
2026-06-01T06:08:30Z,74.73,21.7,0.0,0.43,0.05,377
2026-06-01T06:09:00Z,56.5,17.8,0.0,0.58,0.11,332
2026-06-01T06:09:30Z,70.75,38.7,0.89,0.34,0.14,360
2026-06-01T06:10:00Z,61.48,10.0,0.0,0.51,0.11,394
2026-06-01T06:10:30Z,69.54,10.0,1.07,0.66,0.19,348
2026-06-01T06:11:00Z,69.84,30.1,0.22,0.62,0.05,383
2026-06-01T06:11:30Z,62.99,20.2,1.09,0.6,0.24,360
2026-06-01T06:12:00Z,66.87,39.7,0.0,0.31,0.14,354
2026-06-01T06:12:30Z,63.7,13.2,1.5,0.14,0.25,383
2026-06-01T06:13:00Z,74.4,18.3,0.0,0.44,0.23,374
2026-06-01T06:13:30Z,78.75,30.6,0.0,0.66,0.09,339
2026-06-01T06:14:00Z,79.99,31.0,0.07,0.22,0.21,384
2026-06-01T06:14:30Z,73.96,48.8,0.53,0.12,0.26,353
