timestamp,http_requests_per_sec,http_p99_latency_ms,cpu_usage_percent,http_5xx_rate
2026-06-01T03:44:00Z,26.77,1148.4,58.35,5.08
2026-06-01T03:44:30Z,32.29,843.1,64.86,8.79
2026-06-01T03:45:00Z,19.93,893.1,83.99,10.48
2026-06-01T03:45:30Z,21.41,1090.5,59.11,8.81
2026-06-01T03:46:00Z,26.05,648.5,78.87,9.26
2026-06-01T03:46:30Z,19.96,701.7,59.24,10.72
2026-06-01T03:47:00Z,20.26,807.3,78.34,9.29
2026-06-01T03:47:30Z,22.15,786.1,51.97,7.26
2026-06-01T03:48:00Z,25.52,1069.9,66.31,8.73
2026-06-01T03:48:30Z,20.37,930.1,83.4,12.48
2026-06-01T03:49:00Z,23.27,1010.0,74.62,11.75
2026-06-01T03:49:30Z,26.04,578.4,69.02,10.62
2026-06-01T03:50:00Z,23.73,575.5,83.99,12.27
2026-06-01T03:50:30Z,29.25,857.3,61.24,8.4
2026-06-01T03:51:00Z,25.44,670.1,61.4,5.89
2026-06-01T03:51:30Z,22.61,854.2,56.5,10.11
2026-06-01T03:52:00Z,32.14,787.2,67.9,7.71
2026-06-01T03:52:30Z,23.71,750.3,76.09,7.78
2026-06-01T03:53:00Z,28.7,797.0,64.76,6.73
2026-06-01T03:53:30Z,28.75,1027.8,56.82,8.72
2026-06-01T03:54:00Z,25.48,1023.4,61.48,10.59
2026-06-01T03:54:30Z,28.9,788.5,60.57,8.01
2026-06-01T03:55:00Z,33.31,787.8,78.42,9.26
2026-06-01T03:55:30Z,22.89,621.8,64.73,8.61
2026-06-01T03:56:00Z,27.68,775.1,46.39,6.97
2026-06-01T03:56:30Z,28.32,860.2,47.14,8.23
2026-06-01T03:57:00Z,23.13,800.0,74.3,6.73
2026-06-01T03:57:30Z,25.59,813.1,75.16,4.92
2026-06-01T03:58:00Z,25.5,880.5,67.23,8.19
2026-06-01T03:58:30Z,29.2,962.9,66.86,7.67
2026-06-01T03:59:00Z,27.08,582.6,53.37,4.75
2026-06-01T03:59:30Z,31.04,871.5,57.73,7.87
2026-06-01T04:00:00Z,19.46,827.7,55.76,9.39
2026-06-01T04:00:30Z,24.33,597.5,49.34,7.98
2026-06-01T04:01:00Z,23.68,566.7,48.91,8.57
2026-06-01T04:01:30Z,19.09,477.4,73.8,6.03
2026-06-01T04:02:00Z,24.12,832.3,69.85,7.57
2026-06-01T04:02:30Z,28.23,522.1,68.2,10.62
2026-06-01T04:03:00Z,24.83,824.9,63.12,5.9
2026-06-01T04:03:30Z,28.43,890.6,54.64,4.61
2026-06-01T04:04:00Z,29.83,470.9,58.78,7.23
2026-06-01T04:04:30Z,25.37,794.0,59.59,8.93
2026-06-01T04:05:00Z,19.71,834.1,60.61,7.45
2026-06-01T04:05:30Z,35.76,719.2,58.55,8.23
2026-06-01T04:06:00Z,24.16,818.2,61.13,6.9
2026-06-01T04:06:30Z,26.17,670.6,47.99,7.6
2026-06-01T04:07:00Z,26.68,408.8,69.25,4.77
2026-06-01T04:07:30Z,24.32,430.5,58.96,6.7
2026-06-01T04:08:00Z,28.54,586.6,40.3,3.82
2026-06-01T04:08:30Z,31.47,422.6,48.21,6.16
2026-06-01T04:09:00Z,23.67,438.3,54.86,7.81
2026-06-01T04:09:30Z,26.57,602.3,53.06,4.62
2026-06-01T04:10:00Z,25.13,523.0,41.15,7.44
2026-06-01T04:10:30Z,27.65,720.0,40.19,7.1
2026-06-01T04:11:00Z,32.03,531.3,56.17,5.27
2026-06-01T04:11:30Z,21.24,369.9,48.33,4.79
2026-06-01T04:12:00Z,26.85,337.8,38.69,7.92
2026-06-01T04:12:30Z,25.58,434.5,53.59,6.21
2026-06-01T04:13:00Z,31.34,524.7,34.56,3.55
2026-06-01T04:13:30Z,26.63,342.7,54.09,6.08
2026-06-01T04:14:00Z,23.21,418.3,33.87,6.06
2026-06-01T04:14:30Z,28.74,397.5,44.35,4.65
2026-06-01T04:15:00Z,30.34,526.7,36.44,3.73
2026-06-01T04:15:30Z,25.21,477.9,40.92,4.52
2026-06-01T04:16:00Z,30.05,508.4,41.12,4.42
2026-06-01T04:16:30Z,31.79,511.6,60.08,3.9
2026-06-01T04:17:00Z,26.77,488.9,60.99,4.09
2026-06-01T04:17:30Z,26.41,341.1,36.26,3.37
2026-06-01T04:18:00Z,26.93,426.9,36.48,3.42
2026-06-01T04:18:30Z,28.14,279.8,49.08,3.18
2026-06-01T04:19:00Z,34.77,343.3,43.7,5.79
2026-06-01T04:19:30Z,20.3,359.6,29.39,2.89
2026-06-01T04:20:00Z,26.52,246.2,34.47,3.73
2026-06-01T04:20:30Z,25.15,212.1,39.7,5.06
2026-06-01T04:21:00Z,27.43,270.4,26.34,3.04
2026-06-01T04:21:30Z,32.66,202.6,39.88,2.92
2026-06-01T04:22:00Z,33.06,202.0,32.19,1.91
2026-06-01T04:22:30Z,25.38,232.4,34.94,3.84
2026-06-01T04:23:00Z,32.79,267.0,32.72,1.85
2026-06-01T04:23:30Z,34.19,230.0,23.46,1.93
2026-06-01T04:24:00Z,28.07,178.9,25.68,3.13
2026-06-01T04:24:30Z,28.78,165.3,24.83,1.0
2026-06-01T04:25:00Z,33.56,119.1,21.97,1.37
2026-06-01T04:25:30Z,19.13,178.4,24.06,2.58
2026-06-01T04:26:00Z,31.91,169.5,26.11,0.81
2026-06-01T04:26:30Z,31.95,150.2,18.88,2.59
2026-06-01T04:27:00Z,26.08,91.6,28.98,0.67
2026-06-01T04:27:30Z,28.64,99.5,23.02,0.56
2026-06-01T04:28:00Z,29.34,87.6,29.51,0.5
2026-06-01T04:28:30Z,26.51,60.2,13.96,0.6
2026-06-01T04:29:00Z,28.59,58.2,11.02,1.18
2026-06-01T04:29:30Z,27.33,76.9,19.88,1.66
2026-06-01T04:30:00Z,22.68,58.4,27.07,0.0
2026-06-01T04:30:30Z,27.71,33.2,15.7,1.32
2026-06-01T04:31:00Z,21.4,20.0,15.5,0.0
2026-06-01T04:31:30Z,28.05,20.0,14.99,0.0
2026-06-01T04:32:00Z,27.8,53.4,15.67,0.98
2026-06-01T04:32:30Z,27.83,47.7,18.48,1.18
2026-06-01T04:33:00Z,27.49,53.4,7.11,0.46
2026-06-01T04:33:30Z,26.72,34.3,22.06,0.0
2026-06-01T04:34:00Z,27.94,66.1,20.66,1.5
2026-06-01T04:34:30Z,14.96,56.0,17.38,1.25
2026-06-01T04:35:00Z,29.67,57.6,2.62,0.81
2026-06-01T04:35:30Z,25.72,57.4,9.62,1.39
2026-06-01T04:36:00Z,23.0,21.7,24.48,0.0
2026-06-01T04:36:30Z,28.36,20.0,12.52,0.0
2026-06-01T04:37:00Z,25.66,20.0,18.02,0.0
2026-06-01T04:37:30Z,24.45,20.0,18.46,0.0
2026-06-01T04:38:00Z,27.88,37.6,10.14,0.0
2026-06-01T04:38:30Z,27.01,45.4,14.79,0.37
2026-06-01T04:39:00Z,20.48,45.4,8.45,0.9
2026-06-01T04:39:30Z,22.94,52.0,25.88,0.0
2026-06-01T04:40:00Z,28.25,61.1,13.46,0.0
2026-06-01T04:40:30Z,22.28,22.0,24.36,0.34
2026-06-01T04:41:00Z,24.47,39.0,21.3,0.0
2026-06-01T04:41:30Z,19.76,58.3,10.17,0.41
2026-06-01T04:42:00Z,29.14,42.0,16.4,1.2
2026-06-01T04:42:30Z,36.01,20.0,16.03,0.0
2026-06-01T04:43:00Z,26.3,37.8,8.5,1.5
2026-06-01T04:43:30Z,27.19,20.1,3.42,0.72
2026-06-01T04:44:00Z,24.32,46.9,24.41,1.5
2026-06-01T04:44:30Z,30.68,23.4,16.07,0.0
2026-06-01T04:45:00Z,30.92,47.5,18.06,0.0
2026-06-01T04:45:30Z,26.53,29.7,26.04,0.0
2026-06-01T04:46:00Z,23.23,46.9,20.19,0.13
2026-06-01T04:46:30Z,29.66,67.0,16.99,0.0
2026-06-01T04:47:00Z,22.92,60.5,19.85,0.0
2026-06-01T04:47:30Z,28.09,53.4,19.52,0.0
2026-06-01T04:48:00Z,39.26,58.4,16.46,1.46
2026-06-01T04:48:30Z,31.08,51.1,28.91,0.37
2026-06-01T04:49:00Z,28.74,56.8,17.2,0.0
2026-06-01T04:49:30Z,33.38,25.9,13.56,0.0
2026-06-01T04:50:00Z,27.67,29.4,17.32,0.0
2026-06-01T04:50:30Z,23.99,59.4,18.63,0.0
2026-06-01T04:51:00Z,30.3,43.9,32.65,0.54
2026-06-01T04:51:30Z,26.25,54.8,14.81,0.0
2026-06-01T04:52:00Z,22.79,20.0,30.64,1.43
2026-06-01T04:52:30Z,32.71,20.0,16.61,0.69
2026-06-01T04:53:00Z,31.02,50.4,12.71,0.07
2026-06-01T04:53:30Z,26.87,35.9,14.24,0.0
2026-06-01T04:54:00Z,31.77,53.1,31.83,0.25
2026-06-01T04:54:30Z,36.84,49.8,17.91,0.61
2026-06-01T04:55:00Z,32.4,21.1,20.48,0.99
2026-06-01T04:55:30Z,28.3,27.5,24.2,0.0
2026-06-01T04:56:00Z,30.63,41.5,19.75,1.22
2026-06-01T04:56:30Z,29.98,20.0,26.12,1.5
2026-06-01T04:57:00Z,29.33,20.0,19.89,1.48
2026-06-01T04:57:30Z,23.37,32.6,12.98,1.37
2026-06-01T04:58:00Z,32.08,30.0,21.83,1.24
2026-06-01T04:58:30Z,30.43,49.5,15.76,0.0
2026-06-01T04:59:00Z,35.89,22.8,31.58,0.81
2026-06-01T04:59:30Z,31.57,45.7,17.83,0.0
2026-06-01T05:00:00Z,33.18,28.4,19.4,0.0
2026-06-01T05:00:30Z,35.31,46.2,30.89,0.38
2026-06-01T05:01:00Z,25.46,36.0,22.3,0.68
2026-06-01T05:01:30Z,34.17,39.9,19.69,0.0
2026-06-01T05:02:00Z,34.08,22.1,18.89,0.0
2026-06-01T05:02:30Z,27.29,23.7,11.37,0.0
2026-06-01T05:03:00Z,27.86,48.6,13.22,0.0
2026-06-01T05:03:30Z,26.18,48.6,23.78,0.2
2026-06-01T05:04:00Z,22.88,31.9,22.04,0.0
2026-06-01T05:04:30Z,27.68,34.3,18.88,1.08
2026-06-01T05:05:00Z,36.89,20.0,27.89,0.7
2026-06-01T05:05:30Z,29.95,41.4,11.8,0.53
2026-06-01T05:06:00Z,23.75,34.7,13.01,1.5
2026-06-01T05:06:30Z,35.36,20.0,15.15,0.0
2026-06-01T05:07:00Z,30.51,34.4,8.29,0.99
2026-06-01T05:07:30Z,32.03,51.9,2.03,0.0
2026-06-01T05:08:00Z,23.62,20.0,27.99,1.5
2026-06-01T05:08:30Z,29.72,40.6,4.7,0.55
2026-06-01T05:09:00Z,28.73,55.9,25.68,0.0
2026-06-01T05:09:30Z,23.04,50.0,23.81,0.0
2026-06-01T05:10:00Z,32.92,23.6,23.35,0.52
2026-06-01T05:10:30Z,24.99,34.4,27.44,0.0
2026-06-01T05:11:00Z,25.3,45.4,26.98,0.0
2026-06-01T05:11:30Z,30.43,31.5,32.14,0.0
2026-06-01T05:12:00Z,31.68,20.6,24.49,0.27
2026-06-01T05:12:30Z,34.15,42.0,17.28,0.0
2026-06-01T05:13:00Z,32.58,26.7,15.68,0.37
2026-06-01T05:13:30Z,41.17,20.0,17.7,0.36
2026-06-01T05:14:00Z,37.26,42.3,11.98,0.25
2026-06-01T05:14:30Z,25.86,37.0,2.0,1.28
2026-06-01T05:15:00Z,33.61,36.2,21.78,0.72
2026-06-01T05:15:30Z,28.12,37.6,15.29,0.01
2026-06-01T05:16:00Z,35.66,100.5,9.78,0.64
2026-06-01T05:16:30Z,22.84,48.9,18.97,0.0
2026-06-01T05:17:00Z,25.76,32.3,21.57,0.0
2026-06-01T05:17:30Z,30.32,30.5,22.98,0.0
2026-06-01T05:18:00Z,27.82,47.2,17.34,0.0
2026-06-01T05:18:30Z,25.34,20.0,8.09,0.0
2026-06-01T05:19:00Z,31.15,20.0,29.71,0.0
2026-06-01T05:19:30Z,30.0,63.4,30.92,0.0
2026-06-01T05:20:00Z,36.44,47.2,26.11,0.0
2026-06-01T05:20:30Z,34.91,30.6,10.89,0.3
2026-06-01T05:21:00Z,37.75,20.0,19.91,0.46
2026-06-01T05:21:30Z,26.13,26.8,26.04,1.5
2026-06-01T05:22:00Z,34.91,61.2,18.1,0.0
2026-06-01T05:22:30Z,27.37,20.0,23.31,0.0
2026-06-01T05:23:00Z,32.61,41.3,28.11,1.23
2026-06-01T05:23:30Z,29.03,55.6,16.67,0.0
2026-06-01T05:24:00Z,30.11,29.1,14.81,0.0
2026-06-01T05:24:30Z,24.15,22.8,22.39,0.0
2026-06-01T05:25:00Z,28.16,20.0,14.35,0.52
2026-06-01T05:25:30Z,36.4,76.9,10.21,0.0
2026-06-01T05:26:00Z,26.88,66.1,21.66,0.0
2026-06-01T05:26:30Z,38.81,35.4,31.84,0.0
2026-06-01T05:27:00Z,34.84,40.3,24.44,1.5
2026-06-01T05:27:30Z,30.75,36.8,34.12,0.0
2026-06-01T05:28:00Z,33.85,29.1,11.53,0.0
2026-06-01T05:28:30Z,29.12,66.5,23.05,0.0
2026-06-01T05:29:00Z,30.35,39.9,16.68,0.0
2026-06-01T05:29:30Z,25.54,52.5,33.21,0.0
2026-06-01T05:30:00Z,32.34,38.6,6.62,0.44
2026-06-01T05:30:30Z,30.17,25.5,11.5,0.8
2026-06-01T05:31:00Z,35.27,28.2,14.35,0.0
2026-06-01T05:31:30Z,27.98,38.4,23.2,0.5
2026-06-01T05:32:00Z,30.55,52.2,24.59,0.78
2026-06-01T05:32:30Z,37.76,39.2,17.41,0.0
2026-06-01T05:33:00Z,33.67,36.0,31.7,0.82
2026-06-01T05:33:30Z,30.39,50.2,12.64,0.36
2026-06-01T05:34:00Z,30.04,33.4,20.22,1.07
2026-06-01T05:34:30Z,33.51,43.8,18.98,0.0
2026-06-01T05:35:00Z,33.2,49.8,24.21,1.5
2026-06-01T05:35:30Z,31.55,24.7,27.58,0.0
2026-06-01T05:36:00Z,31.13,49.9,22.88,0.0
2026-06-01T05:36:30Z,33.18,20.0,23.8,0.0
2026-06-01T05:37:00Z,27.46,20.0,27.86,1.26
2026-06-01T05:37:30Z,32.03,58.5,10.32,0.0
2026-06-01T05:38:00Z,31.49,58.1,16.47,0.0
2026-06-01T05:38:30Z,34.32,20.0,17.8,0.42
2026-06-01T05:39:00Z,28.95,33.4,14.64,0.85
2026-06-01T05:39:30Z,33.04,25.0,14.17,1.36
2026-06-01T05:40:00Z,27.93,58.9,21.89,0.64
2026-06-01T05:40:30Z,29.17,23.2,21.57,0.52
2026-06-01T05:41:00Z,26.34,20.0,10.98,0.0
2026-06-01T05:41:30Z,36.94,41.5,19.74,0.32
2026-06-01T05:42:00Z,26.1,20.0,24.17,0.0
2026-06-01T05:42:30Z,35.93,33.2,23.24,0.23
2026-06-01T05:43:00Z,33.53,30.9,33.46,0.0
2026-06-01T05:43:30Z,37.24,52.9,26.68,0.0
2026-06-01T05:44:00Z,25.24,20.0,8.93,0.0
2026-06-01T05:44:30Z,28.88,30.4,4.18,0.79
2026-06-01T05:45:00Z,35.02,40.7,19.36,0.0
2026-06-01T05:45:30Z,26.83,42.4,25.67,0.0
2026-06-01T05:46:00Z,33.22,33.1,19.66,0.0
2026-06-01T05:46:30Z,34.87,29.7,7.48,1.5
2026-06-01T05:47:00Z,23.41,32.8,18.36,1.14
2026-06-01T05:47:30Z,29.94,46.9,25.44,0.12
2026-06-01T05:48:00Z,32.01,35.2,27.37,1.5
2026-06-01T05:48:30Z,36.32,34.9,21.14,0.0
2026-06-01T05:49:00Z,30.68,71.3,24.99,0.19
2026-06-01T05:49:30Z,31.12,42.7,19.0,0.0
2026-06-01T05:50:00Z,28.38,71.4,17.76,0.72
2026-06-01T05:50:30Z,32.86,40.5,21.37,0.7
2026-06-01T05:51:00Z,38.13,40.7,25.34,0.75
2026-06-01T05:51:30Z,31.26,20.0,16.25,1.21
2026-06-01T05:52:00Z,34.26,45.5,14.02,0.0
2026-06-01T05:52:30Z,36.54,48.3,22.19,0.0
2026-06-01T05:53:00Z,32.97,25.6,17.5,0.0
2026-06-01T05:53:30Z,30.72,81.0,21.39,0.0
2026-06-01T05:54:00Z,27.52,27.5,7.74,0.0
2026-06-01T05:54:30Z,30.34,37.2,26.82,0.0
2026-06-01T05:55:00Z,31.83,86.5,18.06,0.46
2026-06-01T05:55:30Z,31.46,20.0,20.89,0.0
2026-06-01T05:56:00Z,36.58,74.2,21.17,0.82
2026-06-01T05:56:30Z,33.86,56.5,19.76,0.0
2026-06-01T05:57:00Z,28.86,54.3,13.74,0.68
2026-06-01T05:57:30Z,42.15,20.0,24.65,1.17
2026-06-01T05:58:00Z,25.97,41.3,9.15,0.0
2026-06-01T05:58:30Z,32.44,48.8,22.23,1.27
2026-06-01T05:59:00Z,27.05,20.0,8.01,0.0
2026-06-01T05:59:30Z,26.47,46.4,23.24,0.0
2026-06-01T06:00:00Z,36.73,35.3,20.97,0.0
2026-06-01T06:00:30Z,33.54,27.7,13.01,0.0
2026-06-01T06:01:00Z,35.9,20.0,9.01,0.0
2026-06-01T06:01:30Z,36.54,49.3,10.26,1.28
2026-06-01T06:02:00Z,27.82,20.0,19.48,1.17
2026-06-01T06:02:30Z,38.32,20.0,33.89,0.0
2026-06-01T06:03:00Z,33.93,30.1,13.67,1.13
2026-06-01T06:03:30Z,28.91,20.0,8.03,1.5
2026-06-01T06:04:00Z,31.87,20.0,22.89,0.55
2026-06-01T06:04:30Z,35.89,43.6,28.22,1.12
2026-06-01T06:05:00Z,40.2,31.3,20.65,0.66
2026-06-01T06:05:30Z,31.42,20.0,30.39,0.0
2026-06-01T06:06:00Z,27.43,27.3,20.05,0.28
2026-06-01T06:06:30Z,33.6,20.0,21.81,0.0
2026-06-01T06:07:00Z,29.69,22.2,28.54,0.0
2026-06-01T06:07:30Z,31.29,60.8,13.0,0.0
2026-06-01T06:08:00Z,36.37,21.8,27.27,0.0
2026-06-01T06:08:30Z,26.69,20.0,17.87,0.49
2026-06-01T06:09:00Z,27.79,20.0,20.73,0.34
2026-06-01T06:09:30Z,36.16,20.0,16.58,0.0
2026-06-01T06:10:00Z,39.7,20.0,21.48,0.0
2026-06-01T06:10:30Z,29.96,34.1,23.33,0.05
2026-06-01T06:11:00Z,31.08,23.3,21.05,0.0
2026-06-01T06:11:30Z,36.95,56.9,17.66,1.03
2026-06-01T06:12:00Z,43.98,64.3,20.7,0.47
2026-06-01T06:12:30Z,28.67,98.1,21.81,0.0
2026-06-01T06:13:00Z,24.49,29.6,16.72,0.0
2026-06-01T06:13:30Z,33.34,63.6,20.96,0.18
2026-06-01T06:14:00Z,36.02,40.3,18.63,0.0
2026-06-01T06:14:30Z,33.4,43.6,10.4,0.0
2026-06-01T06:15:00Z,39.68,41.8,24.36,1.04
2026-06-01T06:15:30Z,37.54,38.8,18.8,0.47
2026-06-01T06:16:00Z,38.1,37.1,16.4,0.0
2026-06-01T06:16:30Z,30.92,20.0,16.36,0.24
2026-06-01T06:17:00Z,28.1,26.4,26.51,0.9
2026-06-01T06:17:30Z,33.47,32.1,14.52,0.78
2026-06-01T06:18:00Z,27.33,33.3,23.51,0.14
2026-06-01T06:18:30Z,33.74,20.0,11.75,0.0
2026-06-01T06:19:00Z,34.27,28.7,14.19,0.37
2026-06-01T06:19:30Z,33.27,20.0,22.33,0.78
2026-06-01T06:20:00Z,34.96,20.0,33.62,0.0
2026-06-01T06:20:30Z,37.0,52.9,21.63,0.14
2026-06-01T06:21:00Z,32.74,73.7,15.63,0.0
2026-06-01T06:21:30Z,38.09,61.7,31.11,0.0
2026-06-01T06:22:00Z,38.6,41.5,29.89,0.0
2026-06-01T06:22:30Z,38.86,20.0,5.11,0.02
2026-06-01T06:23:00Z,34.17,53.7,20.06,0.73
2026-06-01T06:23:30Z,34.01,41.6,18.96,1.08
2026-06-01T06:24:00Z,30.87,24.7,14.37,0.0
2026-06-01T06:24:30Z,31.8,29.7,23.08,0.0
2026-06-01T06:25:00Z,30.96,20.0,21.64,1.3
2026-06-01T06:25:30Z,36.87,20.0,16.4,0.62
2026-06-01T06:26:00Z,40.31,23.7,15.07,0.56
2026-06-01T06:26:30Z,35.24,83.4,23.27,0.0
2026-06-01T06:27:00Z,39.55,20.0,6.66,0.0
2026-06-01T06:27:30Z,35.71,53.1,15.75,0.34
2026-06-01T06:28:00Z,34.17,20.0,10.03,0.42
2026-06-01T06:28:30Z,34.46,51.5,13.52,0.0
2026-06-01T06:29:00Z,38.36,32.7,10.47,0.0
2026-06-01T06:29:30Z,36.68,32.2,2.69,0.31
2026-06-01T06:30:00Z,35.56,53.4,20.78,0.0
2026-06-01T06:30:30Z,37.58,58.3,16.65,1.5
2026-06-01T06:31:00Z,36.79,31.4,21.32,0.0
2026-06-01T06:31:30Z,22.12,59.6,15.65,0.0
2026-06-01T06:32:00Z,36.29,57.5,11.41,1.5
2026-06-01T06:32:30Z,40.97,20.0,23.97,0.0
2026-06-01T06:33:00Z,29.96,20.0,24.43,0.33
2026-06-01T06:33:30Z,32.96,27.8,25.86,0.0
2026-06-01T06:34:00Z,35.47,20.0,27.17,0.63
2026-06-01T06:34:30Z,38.37,20.0,17.53,0.0
2026-06-01T06:35:00Z,32.9,43.8,18.85,1.04
2026-06-01T06:35:30Z,36.26,20.0,19.58,0.0
2026-06-01T06:36:00Z,29.48,42.3,28.43,0.48
2026-06-01T06:36:30Z,30.88,20.0,16.03,1.25
2026-06-01T06:37:00Z,32.67,26.2,32.05,0.0
2026-06-01T06:37:30Z,41.4,20.0,28.07,0.77
2026-06-01T06:38:00Z,33.53,41.5,17.01,0.0
2026-06-01T06:38:30Z,38.68,41.9,22.25,0.0
2026-06-01T06:39:00Z,33.53,20.1,26.77,0.0
2026-06-01T06:39:30Z,36.88,20.0,15.43,0.57
2026-06-01T06:40:00Z,32.21,26.2,18.22,0.0
2026-06-01T06:40:30Z,31.72,22.3,7.35,1.5
2026-06-01T06:41:00Z,34.52,47.1,24.27,0.0
2026-06-01T06:41:30Z,25.89,51.0,33.36,0.0
2026-06-01T06:42:00Z,41.62,20.0,21.92,0.0
2026-06-01T06:42:30Z,30.34,22.8,8.27,0.0
2026-06-01T06:43:00Z,33.87,35.5,20.24,0.0
2026-06-01T06:43:30Z,33.71,20.0,8.33,1.36
2026-06-01T06:44:00Z,42.05,20.0,26.41,0.0
2026-06-01T06:44:30Z,41.68,21.9,21.08,1.5
2026-06-01T06:45:00Z,37.47,64.1,18.07,0.55
2026-06-01T06:45:30Z,33.2,46.6,18.81,1.5
2026-06-01T06:46:00Z,40.32,39.5,33.3,0.72
2026-06-01T06:46:30Z,35.3,28.0,19.18,0.29
2026-06-01T06:47:00Z,38.76,41.5,23.16,0.0
2026-06-01T06:47:30Z,34.4,20.3,21.88,0.15
2026-06-01T06:48:00Z,40.61,66.4,17.41,0.0
2026-06-01T06:48:30Z,32.71,42.4,35.58,0.0
2026-06-01T06:49:00Z,36.28,20.0,28.8,0.0
2026-06-01T06:49:30Z,28.2,37.8,16.26,0.0
2026-06-01T06:50:00Z,35.93,20.0,4.57,0.0
2026-06-01T06:50:30Z,41.86,20.0,35.22,1.4
2026-06-01T06:51:00Z,36.79,41.3,25.15,0.0
2026-06-01T06:51:30Z,46.06,57.8,24.97,0.0
2026-06-01T06:52:00Z,41.33,54.4,21.9,0.0
2026-06-01T06:52:30Z,41.71,27.9,14.49,0.0
2026-06-01T06:53:00Z,42.26,38.7,21.46,0.0
2026-06-01T06:53:30Z,35.94,20.0,21.94,0.06
2026-06-01T06:54:00Z,35.43,54.6,11.63,1.5
2026-06-01T06:54:30Z,35.14,27.7,19.65,0.0
2026-06-01T06:55:00Z,37.39,56.7,15.91,1.5
2026-06-01T06:55:30Z,35.03,45.9,22.9,0.03
2026-06-01T06:56:00Z,33.91,20.0,36.34,1.5
2026-06-01T06:56:30Z,50.59,31.5,16.96,1.5
2026-06-01T06:57:00Z,35.14,20.0,11.04,0.4
2026-06-01T06:57:30Z,35.73,33.1,14.69,0.17
2026-06-01T06:58:00Z,37.01,50.9,12.95,0.86
2026-06-01T06:58:30Z,37.45,20.0,22.85,0.51
2026-06-01T06:59:00Z,29.14,48.3,14.51,0.0
2026-06-01T06:59:30Z,41.51,32.1,24.29,0.21
2026-06-01T07:00:00Z,39.16,53.4,23.85,1.37
2026-06-01T07:00:30Z,38.7,33.0,12.62,0.38
2026-06-01T07:01:00Z,38.61,57.2,27.9,0.0
2026-06-01T07:01:30Z,32.5,20.0,14.53,0.22
2026-06-01T07:02:00Z,32.61,36.5,31.49,0.33
2026-06-01T07:02:30Z,34.11,29.7,18.95,0.0
2026-06-01T07:03:00Z,34.78,20.0,18.78,0.0
2026-06-01T07:03:30Z,36.25,32.1,33.11,0.69
2026-06-01T07:04:00Z,39.23,20.0,16.93,0.45
2026-06-01T07:04:30Z,31.99,20.0,14.59,0.0
2026-06-01T07:05:00Z,32.87,44.4,2.73,0.34
2026-06-01T07:05:30Z,40.4,30.9,24.08,0.55
2026-06-01T07:06:00Z,36.25,27.3,16.83,0.0
2026-06-01T07:06:30Z,35.68,47.2,14.63,0.0
2026-06-01T07:07:00Z,39.4,24.9,25.34,0.36
2026-06-01T07:07:30Z,37.01,20.0,16.74,1.5
2026-06-01T07:08:00Z,36.3,30.9,26.34,0.0
2026-06-01T07:08:30Z,44.97,32.3,12.27,0.0
2026-06-01T07:09:00Z,36.99,56.2,17.79,0.98
2026-06-01T07:09:30Z,45.09,74.5,6.9,1.38
2026-06-01T07:10:00Z,39.46,31.2,10.24,0.0
2026-06-01T07:10:30Z,36.24,43.7,28.08,0.0
2026-06-01T07:11:00Z,36.44,33.8,14.3,0.25
2026-06-01T07:11:30Z,35.78,74.7,14.06,0.0
2026-06-01T07:12:00Z,32.27,22.5,29.95,0.0
2026-06-01T07:12:30Z,33.78,60.0,25.77,1.39
2026-06-01T07:13:00Z,37.15,29.0,13.37,1.5
2026-06-01T07:13:30Z,39.67,23.2,9.72,1.29
2026-06-01T07:14:00Z,40.76,68.9,20.48,0.5
2026-06-01T07:14:30Z,34.87,41.4,14.17,0.0
2026-06-01T07:15:00Z,41.18,20.0,19.59,0.12
2026-06-01T07:15:30Z,40.56,62.9,24.03,0.42
2026-06-01T07:16:00Z,44.1,28.0,16.12,0.0
2026-06-01T07:16:30Z,39.92,26.6,6.17,0.0
2026-06-01T07:17:00Z,42.96,47.3,29.5,0.12
2026-06-01T07:17:30Z,31.95,53.5,21.72,1.5
2026-06-01T07:18:00Z,45.86,44.5,15.06,0.22
2026-06-01T07:18:30Z,41.51,20.0,25.21,0.11
2026-06-01T07:19:00Z,35.08,85.0,14.8,0.36
2026-06-01T07:19:30Z,34.83,39.5,11.88,0.0
2026-06-01T07:20:00Z,35.89,20.0,28.97,0.0
2026-06-01T07:20:30Z,39.05,20.0,22.16,0.0
2026-06-01T07:21:00Z,41.09,36.8,19.03,0.0
2026-06-01T07:21:30Z,44.89,21.9,26.9,0.02
2026-06-01T07:22:00Z,41.19,29.8,24.31,0.0
2026-06-01T07:22:30Z,37.88,53.0,18.39,0.0
2026-06-01T07:23:00Z,38.9,58.7,12.23,1.5
2026-06-01T07:23:30Z,41.63,84.5,21.06,0.0
2026-06-01T07:24:00Z,39.39,34.7,13.64,0.0
2026-06-01T07:24:30Z,37.25,64.2,12.0,0.0
2026-06-01T07:25:00Z,42.22,35.3,16.47,0.0
2026-06-01T07:25:30Z,37.7,65.4,17.68,0.72
2026-06-01T07:26:00Z,40.25,46.9,27.88,0.22
2026-06-01T07:26:30Z,34.31,49.3,26.56,1.07
2026-06-01T07:27:00Z,44.51,54.2,15.51,0.0
2026-06-01T07:27:30Z,37.8,20.0,24.4,1.28
2026-06-01T07:28:00Z,41.62,66.9,15.34,0.17
